,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
x_11,-0.01789625,0.01308117,0.69850653,-0.00640123,0.70077750,0.70204121,0.70798102,-0.00525478,0.69654799,0.92049264,1.00000000,0.88611008,0.02450810,0.00539224,0.70276058,0.70219032,0.69773394,0.60907239,-0.00707866,0.70501972,0.77112741,0.69848911,-0.00661879,0.77345002,0.00620293,-0.00176613,0.70584537,-0.00713218,0.01415405,0.70407068,0.70470930,0.70510749,0.52458595,0.69969182,0.70031850,0.70148289,0.70022301,0.70364104,0.81510072,0.89562974
x_12,-0.01999060,0.01228086,0.63631440,-0.00115372,0.64232904,0.64246124,0.65063671,-0.01031062,0.63620945,0.65075884,0.88611008,1.00000000,0.01304733,0.00747101,0.64578774,0.64589236,0.64374662,0.56236174,-0.00274518,0.65157073,0.71084417,0.64263242,-0.00583448,0.71028795,0.01306320,-0.00293699,0.64768453,-0.00285223,0.01272141,0.64643015,0.64706888,0.64112901,0.47703453,0.64187942,0.64595404,0.64451277,0.64248844,0.64663133,0.74922979,0.81448429
x_13,-0.00344754,-0.00672434,0.01899655,0.00594492,0.01778413,0.01978507,0.02216846,-0.00620988,0.02085372,0.02890558,0.02450810,0.01304733,1.00000000,-0.00569872,0.01189973,0.01219120,0.01014603,0.00914826,-0.00322511,0.00896852,0.01400049,0.01551219,0.00101151,0.01775109,0.00546569,0.00422576,0.01768681,0.01218026,-0.00663810,0.01309795,0.01883990,0.00998271,-0.00281817,0.00455747,0.01015064,0.01104136,0.01494109,0.01312511,0.01520464,0.01688855
x_14,-0.00660582,0.00950862,0.01245957,-0.00321418,0.00646636,0.00773561,0.00528375,-0.00599641,0.00697011,0.00126076,0.00539224,0.00747101,-0.00569872,1.00000000,0.01479286,0.00143909,0.00983550,0.01728182,-0.00149726,0.00855732,0.00678542,0.00318195,-0.00369851,0.00629703,-0.00382386,-0.01292990,0.01151836,-0.00178235,0.00478772,0.00080394,0.01064269,0.02289747,0.02012018,0.01633303,0.01412261,0.01420751,0.01217975,-0.00554145,0.00869147,0.01156537
x_15,-0.01776378,0.00838616,0.64171975,0.00146211,0.63908894,0.64170030,0.64035615,-0.01011198,0.63612390,0.63977539,0.70276058,0.64578774,0.01189973,0.01479286,1.00000000,0.64942783,0.63723034,0.81197988,-0.01030383,0.64827201,0.70608773,0.63702274,0.00038531,0.70857315,0.00281672,-0.00118951,0.64444084,-0.00948953,0.02385272,0.64790615,0.64496284,0.64311795,0.48105484,0.64481252,0.64561048,0.64548983,0.64193789,0.64397148,0.74787524,0.80354868
x_16,-0.02006842,0.01106341,0.63874422,-0.01824470,0.64382335,0.64370604,0.64393044,-0.00721172,0.63488961,0.63889489,0.70219032,0.64589236,0.01219120,0.00143909,0.64942783,1.00000000,0.64284432,0.35691745,0.00039377,0.64610577,0.70776502,0.64289960,-0.00132394,0.70744058,0.00535313,0.00320363,0.64904086,-0.00012011,0.01429623,0.64037603,0.64314654,0.63764144,0.47641222,0.64379712,0.64453954,0.64302845,0.64091194,0.64467530,0.74727648,0.73792527
x_17,-0.02195170,0.00135138,0.63921332,-0.01233065,0.63285835,0.64022818,0.64679904,-0.01171644,0.64046330,0.63344932,0.69773394,0.64374662,0.01014603,0.00983550,0.63723034,0.64284432,1.00000000,0.81814573,-0.00079736,0.64358308,0.70466142,0.63862561,-0.00258238,0.70861716,-0.00743241,-0.00962836,0.64792270,-0.00360291,0.01814868,0.64480352,0.64338041,0.64724373,0.48275237,0.63687874,0.63620418,0.63619934,0.63777034,0.63766682,0.74075245,0.80105484
x_18,-0.01788041,-0.00070259,0.55958149,0.00311008,0.55065004,0.55723989,0.56142934,-0.01048836,0.55854350,0.55285433,0.60907239,0.56236174,0.00914826,0.01728182,0.81197988,0.35691745,0.81814573,1.00000000,-0.00859100,0.56386734,0.61365258,0.55258627,-0.00050636,0.61827634,-0.00821277,-0.01029794,0.56186418,-0.00940401,0.02260736,0.56664861,0.56318820,0.56754083,0.42240280,0.55572097,0.55552163,0.55828989,0.55859493,0.55652646,0.64765651,0.74022046
x_19,0.00534829,0.00975335,-0.00854475,0.00070497,-0.00117513,-0.00973590,-0.00490780,0.00640956,-0.01033330,-0.01151731,-0.00707866,-0.00274518,-0.00322511,-0.00149726,-0.01030383,0.00039377,-0.00079736,-0.00859100,1.00000000,0.00133669,0.00138139,0.00205386,0.00563262,-0.00915572,-0.01158902,-0.00555848,-0.01376862,0.00560650,-0.01852738,-0.00310578,-0.01168615,-0.00918525,0.00190353,-0.00089463,0.00306256,0.00107783,-0.00960400,-0.00933026,-0.00674497,-0.00567765
x_20,-0.01455304,0.01969353,0.64934798,-0.00270287,0.63755955,0.64721858,0.64477105,-0.00128933,0.64641327,0.63930011,0.70501972,0.65157073,0.00896852,0.00855732,0.64827201,0.64610577,0.64358308,0.56386734,0.00133669,1.00000000,0.88751108,0.64259718,0.00138828,0.70741653,-0.01123766,-0.00686526,0.64691015,-0.00669126,0.01162455,0.64251235,0.64407480,0.64621495,0.48541308,0.64522875,0.63985855,0.64309064,0.64559330,0.64490333,0.74719308,0.80659842
x_21,-0.02657090,0.01359918,0.71097071,-0.00479921,0.69716761,0.70596038,0.70829369,-0.00176804,0.70726639,0.70047382,0.77112741,0.71084417,0.01400049,0.00678542,0.70608773,0.70776502,0.70466142,0.61365258,0.00138139,0.88751108,1.00000000,0.91730400,-0.00269537,0.77713464,-0.00489928,-0.01292709,0.71193532,-0.00710350,0.01647195,0.70575695,0.70590272,0.70973578,0.52828904,0.70086737,0.70048644,0.70540251,0.70468914,0.70441307,0.81730110,0.88679928
x_22,-0.03143488,0.00472538,0.64464905,-0.00512944,0.63125482,0.63830953,0.64349003,-0.00470388,0.64101970,0.63532101,0.69848911,0.64263242,0.01551219,0.00318195,0.63702274,0.64289960,0.63862561,0.55258627,0.00205386,0.64259718,0.91730400,1.00000000,-0.00655633,0.70609279,0.00323774,-0.01586172,0.64752853,-0.00615213,0.01850659,0.64114586,0.63896584,0.64448480,0.47667648,0.63080256,0.63361254,0.63977744,0.63753678,0.63638707,0.73962373,0.80431466
x_23,0.01458031,0.01119410,-0.00472203,0.01163979,0.00242791,0.01388381,0.00890420,0.01284762,0.00515735,-0.00320822,-0.00661879,-0.00583448,0.00101151,-0.00369851,0.00038531,-0.00132394,-0.00258238,-0.00050636,0.00563262,0.00138828,-0.00269537,-0.00655633,1.00000000,-0.00516977,0.00980804,-0.01341806,-0.00921673,0.00268398,-0.00893859,0.00202469,-0.00003882,-0.00306041,0.00768843,0.01464178,-0.00265419,-0.00437211,-0.00058580,-0.00262131,-0.00227623,-0.00052706
x_24,-0.02218650,0.00882019,0.70611778,-0.00731336,0.70737793,0.70348304,0.71248152,-0.01237568,0.70035482,0.70444877,0.77345002,0.71028795,0.01775109,0.00629703,0.70857315,0.70744058,0.70861716,0.61827634,-0.00915572,0.70741653,0.77713464,0.70609279,-0.00516977,1.00000000,0.00792350,-0.00606587,0.90300320,-0.00624384,0.02037885,0.89911852,0.70474654,0.70499018,0.52695784,0.70478507,0.70829189,0.70548916,0.70369110,0.70790690,0.82092892,0.81055024
x_25,0.00920339,-0.02423858,0.00776791,-0.01954475,0.00705136,0.00720523,0.00709822,-0.00586142,0.00663452,-0.00146769,0.00620293,0.01306320,0.00546569,-0.00382386,0.00281672,0.00535313,-0.00743241,-0.00821277,-0.01158902,-0.01123766,-0.00489928,0.00323774,0.00980804,0.00792350,1.00000000,0.00913479,0.00879111,0.00382041,0.00330118,0.00637973,-0.00237615,0.01179553,0.01054768,-0.00068533,0.01258697,0.00812965,0.00785825,0.00452648,0.00997300,0.00486306
x_26,-0.01979577,-0.01519632,-0.00827365,0.00568583,-0.00593725,-0.00318786,-0.00588850,-0.01075166,-0.00431338,0.00074237,-0.00176613,-0.00293699,0.00422576,-0.01292990,-0.00118951,0.00320363,-0.00962836,-0.01029794,-0.00555848,-0.00686526,-0.01292709,-0.01586172,-0.01341806,-0.00606587,0.00913479,1.00000000,-0.00690740,-0.00050361,0.01182830,-0.00387469,-0.00711180,-0.00881556,-0.01190271,-0.01724890,-0.00066900,-0.00436538,-0.00614766,0.00292972,-0.00173043,-0.00659446
x_27,-0.01802705,0.00676781,0.64386028,-0.00088860,0.64193722,0.64076989,0.64764308,-0.01138852,0.63821414,0.64312583,0.70584537,0.64768453,0.01768681,0.01151836,0.64444084,0.64904086,0.64792270,0.56186418,-0.01376862,0.64691015,0.71193532,0.64752853,-0.00921673,0.90300320,0.00879111,-0.00690740,1.00000000,-0.00317584,0.02293793,0.64324702,0.64376132,0.63812710,0.47591086,0.64250494,0.64062508,0.64340078,0.64484166,0.64264562,0.74702836,0.73961121
x_28,-0.00939193,0.01707260,-0.00018023,0.00733603,-0.00156183,-0.00440951,-0.00906391,0.00919305,-0.00524918,-0.00580467,-0.00713218,-0.00285223,0.01218026,-0.00178235,-0.00948953,-0.00012011,-0.00360291,-0.00940401,0.00560650,-0.00669126,-0.00710350,-0.00615213,0.00268398,-0.00624384,0.00382041,-0.00050361,-0.00317584,1.00000000,0.00468026,-0.00699111,-0.00128758,-0.01029289,-0.01101412,-0.00163353,0.00355018,-0.00906480,-0.00329643,-0.01774404,-0.00830429,-0.00935008
x_29,-0.01843589,0.00712168,0.01187820,-0.00108403,0.02540554,0.01439195,0.01716141,0.00539891,0.00739452,0.01167569,0.01415405,0.01272141,-0.00663810,0.00478772,0.02385272,0.01429623,0.01814868,0.02260736,-0.01852738,0.01162455,0.01647195,0.01850659,-0.00893859,0.02037885,0.00330118,0.01182830,0.02293793,0.00468026,1.00000000,0.01903063,0.01343945,0.02056147,0.01768647,0.01674928,0.01231311,0.00572592,0.01671369,0.01903656,0.01682428,0.01740672
x_30,-0.01946455,0.00887608,0.64555731,-0.01363992,0.64735277,0.64119906,0.65151229,-0.01082440,0.63980059,0.64146203,0.70407068,0.64643015,0.01309795,0.00080394,0.64790615,0.64037603,0.64480352,0.56664861,-0.00310578,0.64251235,0.70575695,0.64114586,0.00202469,0.89911852,0.00637973,-0.00387469,0.64324702,-0.00699111,0.01903063,1.00000000,0.64261940,0.65017649,0.48678676,0.64268070,0.64884335,0.64331284,0.63812757,0.64939569,0.74990535,0.74219370
x_31,-0.02297874,0.01676232,0.64518497,-0.01033297,0.63785786,0.64241004,0.64915144,-0.00405968,0.64337340,0.63966202,0.70470930,0.64706888,0.01883990,0.01064269,0.64496284,0.64314654,0.64338041,0.56318820,-0.01168615,0.64407480,0.70590272,0.63896584,-0.00003882,0.70474654,-0.00237615,-0.00711180,0.64376132,-0.00128758,0.01343945,0.64261940,1.00000000,0.64397484,0.21005925,0.63703257,0.63255469,0.64911852,0.63974829,0.64630198,0.74598137,0.73168677
x_32,-0.02616271,-0.00184663,0.64706279,0.00472021,0.64204463,0.64373642,0.64513125,-0.00567330,0.64040997,0.64675009,0.70510749,0.64112901,0.00998271,0.02289747,0.64311795,0.63764144,0.64724373,0.56754083,-0.00918525,0.64621495,0.70973578,0.64448480,-0.00306041,0.70499018,0.01179553,-0.00881556,0.63812710,-0.01029289,0.02056147,0.65017649,0.64397484,1.00000000,0.79959809,0.63863442,0.64715855,0.64597510,0.64110833,0.64219932,0.74739391,0.81564742
x_33,-0.02101244,-0.00632748,0.48275243,0.00621886,0.47895118,0.48206658,0.47716796,-0.00306282,0.47695908,0.48315752,0.52458595,0.47703453,-0.00281817,0.02012018,0.48105484,0.47641222,0.48275237,0.42240280,0.00190353,0.48541308,0.52828904,0.47667648,0.00768843,0.52695784,0.01054768,-0.01190271,0.47591086,-0.01101412,0.01768647,0.48678676,0.21005925,0.79959809,1.00000000,0.69402656,0.48925682,0.48041795,0.47979627,0.47787723,0.55865580,0.66430675
x_34,-0.02463557,0.01549921,0.64549433,-0.00668271,0.63418625,0.64306858,0.64251994,-0.00468316,0.64331513,0.63824868,0.69969182,0.64187942,0.00455747,0.01633303,0.64481252,0.64379712,0.63687874,0.55572097,-0.00089463,0.64522875,0.70086737,0.63080256,0.01464178,0.70478507,-0.00068533,-0.01724890,0.64250494,-0.00163353,0.01674928,0.64268070,0.63703257,0.63863442,0.69402656,1.00000000,0.63760299,0.64460722,0.64101965,0.64218824,0.74482980,0.79550282
x_35,-0.01825675,0.00686017,0.64389036,-0.01440197,0.63794434,0.64445568,0.63558658,-0.01984255,0.63581012,0.63526976,0.70031850,0.64595404,0.01015064,0.01412261,0.64561048,0.64453954,0.63620418,0.55552163,0.00306256,0.63985855,0.70048644,0.63361254,-0.00265419,0.70829189,0.01258697,-0.00066900,0.64062508,0.00355018,0.01231311,0.64884335,0.63255469,0.64715855,0.48925682,0.63760299,1.00000000,0.64129092,0.64582021,0.64638285,0.83581666,0.80237106
x_36,-0.02906775,0.00687555,0.64915023,-0.00674269,0.63479100,0.64176014,0.64929304,-0.00998507,0.64661114,0.64096124,0.70148289,0.64451277,0.01104136,0.01420751,0.64548983,0.64302845,0.63619934,0.55828989,0.00107783,0.64309064,0.70540251,0.63977744,-0.00437211,0.70548916,0.00812965,-0.00436538,0.64340078,-0.00906480,0.00572592,0.64331284,0.64911852,0.64597510,0.48041795,0.64460722,0.64129092,1.00000000,0.64744929,0.65592957,0.83974749,0.80660981
x_37,-0.02205334,0.01402186,0.64371257,-0.00447272,0.63920866,0.64016136,0.63980327,-0.01367141,0.63601710,0.63924617,0.70022301,0.64248844,0.01494109,0.01217975,0.64193789,0.64091194,0.63777034,0.55859493,-0.00960400,0.64559330,0.70468914,0.63753678,-0.00058580,0.70369110,0.00785825,-0.00614766,0.64484166,-0.00329643,0.01671369,0.63812757,0.63974829,0.64110833,0.47979627,0.64101965,0.64582021,0.64744929,1.00000000,0.64413878,0.85820905,0.81224073
x_38,-0.01695000,0.00396289,0.64535829,-0.00617429,0.64313780,0.63591933,0.64471410,-0.00729929,0.63582457,0.64049404,0.70364104,0.64663133,0.01312511,-0.00554145,0.64397148,0.64467530,0.63766682,0.55652646,-0.00933026,0.64490333,0.70441307,0.63638707,-0.00262131,0.70790690,0.00452648,0.00292972,0.64264562,-0.01774404,0.01903656,0.64939569,0.64630198,0.64219932,0.47787723,0.64218824,0.64638285,0.65592957,0.64413878,1.00000000,0.88315205,0.82190747
x_39,-0.02487320,0.00935454,0.74989713,-0.00956918,0.74319204,0.74391339,0.74633561,-0.01428039,0.74127626,0.74278856,0.81510072,0.74922979,0.01520464,0.00869147,0.74787524,0.74727648,0.74075245,0.64765651,-0.00674497,0.74719308,0.81730110,0.73962373,-0.00227623,0.82092892,0.00997300,-0.00173043,0.74702836,-0.00830429,0.01682428,0.74990535,0.74598137,0.74739391,0.55865580,0.74482980,0.83581666,0.83974749,0.85820905,0.88315205,1.00000000,0.94477297
y,-0.02645664,0.00785097,0.80606176,-0.00650435,0.73144366,0.79128098,0.79829107,-0.00882759,0.82601701,0.81903634,0.89562974,0.81448429,0.01688855,0.01156537,0.80354868,0.73792527,0.80105484,0.74022046,-0.00567765,0.80659842,0.88679928,0.80431466,-0.00052706,0.81055024,0.00486306,-0.00659446,0.73961121,-0.00935008,0.01740672,0.74219370,0.73168677,0.81564742,0.66430675,0.79550282,0.80237106,0.80660981,0.81224073,0.82190747,0.94477297,1.00000000
