,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
x_11,0.00726597,-0.02438507,0.34261224,0.00819580,0.42521383,0.35712918,0.38432489,-0.01140633,0.30982265,0.83196493,1.00000000,0.76169519,0.02363744,0.00842655,0.36835035,0.43515804,0.31079004,0.20465158,-0.04511747,0.36119195,0.42564000,0.32991956,0.00215396,0.52200813,-0.00635440,0.02303042,0.44454204,0.02485606,-0.03552278,0.43407100,0.44568512,0.37592125,0.15159430,0.36076106,0.34912335,0.33383007,0.34507971,0.34675880,0.49693005,0.70621364
x_12,-0.00894275,-0.02078457,0.27409599,0.02175589,0.34492112,0.30231457,0.31303892,-0.02641315,0.25470977,0.30457183,0.76169519,1.00000000,0.00320141,0.03099507,0.31012889,0.37412030,0.27146547,0.17584487,-0.01771581,0.29675185,0.35378166,0.27423572,0.00468470,0.43490674,0.00855039,0.01462186,0.37443511,-0.01529435,-0.01092344,0.35539757,0.37057173,0.31080921,0.12485337,0.29003864,0.27928294,0.26894715,0.30301063,0.28385824,0.40964604,0.56289603
x_13,-0.00579384,-0.00838016,0.00254342,-0.00888224,0.00741365,-0.01082293,-0.00068726,-0.01384649,-0.00214864,0.02524814,0.02363744,0.00320141,1.00000000,-0.00454535,0.00651980,-0.02600893,-0.01666354,0.01063131,-0.01276918,-0.00309625,-0.00861626,-0.00893340,0.02208913,-0.02844341,-0.00270223,0.02176374,-0.02130541,0.00964407,-0.01735939,-0.02984773,0.00539360,-0.02632165,-0.04189826,-0.02780771,-0.00245997,0.00771378,0.02197901,-0.00091867,0.01142772,0.00909888
x_14,-0.06540390,0.00829052,0.00832504,0.03217597,0.00244995,0.02325402,-0.00626436,-0.02143847,0.00314140,-0.01057091,0.00842655,0.03099507,-0.00454535,1.00000000,0.01085480,-0.00589053,0.00844247,0.01365020,0.01371082,0.00105050,0.00454291,0.00411388,0.02174491,0.00907579,0.00051220,-0.00895830,0.02006119,0.00516685,0.00793062,0.00445122,0.02654632,0.03995823,0.01482422,0.01886106,0.00935412,0.00208584,0.02016168,-0.02049417,0.00179836,0.01002541
x_15,0.01977153,-0.01963721,0.30337365,0.01002728,0.34896891,0.34778839,0.32024466,-0.01370657,0.29511853,0.29502982,0.36835035,0.31012889,0.00651980,0.01085480,1.00000000,0.37239500,0.28805642,0.65534252,-0.04745514,0.34341338,0.38112305,0.27516144,0.00199601,0.43754338,-0.01140377,-0.01929323,0.37349416,0.00014815,0.00237108,0.36292317,0.37765789,0.33272670,0.14143482,0.31141260,0.30859137,0.28623480,0.30059099,0.30054184,0.43119479,0.57304176
x_16,-0.00522805,-0.01936631,0.35125002,-0.01893641,0.40357710,0.38399567,0.34795865,-0.02732664,0.32321201,0.34243458,0.43515804,0.37412030,-0.02600893,-0.00589053,0.37239500,1.00000000,0.35000380,-0.08978143,-0.04795604,0.35111352,0.42444227,0.33538244,-0.02085134,0.48824345,0.01247688,-0.00745219,0.41959299,0.00639526,-0.04563604,0.39958981,0.38231219,0.33914539,0.16741622,0.36333531,0.37997589,0.34257812,0.34889622,0.37039046,0.52226826,0.48407580
x_17,-0.00711256,-0.01298051,0.27217049,-0.04957597,0.32887000,0.30626585,0.32500879,-0.01289287,0.26953293,0.24077778,0.31079004,0.27146547,-0.01666354,0.00844247,0.28805642,0.35000380,1.00000000,0.68104955,0.00504936,0.30571592,0.36534391,0.28741699,0.01383198,0.41305244,-0.01813537,-0.00279033,0.35463253,0.02443077,-0.00716002,0.35143049,0.34447151,0.30060414,0.12118111,0.27332440,0.27211272,0.26288413,0.29886726,0.27679867,0.40493192,0.53815039
x_18,0.01196765,-0.01294034,0.18508456,-0.01624340,0.22433620,0.21920364,0.23677273,-0.00848344,0.19510874,0.16187222,0.20465158,0.17584487,0.01063131,0.01365020,0.65534252,-0.08978143,0.68104955,1.00000000,-0.00321585,0.23832245,0.25948960,0.18553404,0.02417597,0.29151383,-0.03535363,-0.01218426,0.25165117,0.01337707,0.02764331,0.24796506,0.27210306,0.23184827,0.07302143,0.17924106,0.17346256,0.17486274,0.20720310,0.17269487,0.26385748,0.47925023
x_19,0.01518264,0.01218709,-0.02900959,-0.00044035,-0.02728186,-0.02635202,-0.03388998,0.00565207,-0.02884172,-0.04702778,-0.04511747,-0.01771581,-0.01276918,0.01371082,-0.04745514,-0.04795604,0.00504936,-0.00321585,1.00000000,-0.01492360,-0.03451513,-0.03927191,-0.01540311,-0.02343404,-0.00845534,0.00755603,-0.03023189,0.01476287,-0.05429649,-0.01138462,-0.02538274,-0.02598698,-0.02242151,-0.04037421,-0.02266088,-0.01252114,-0.04709088,-0.02672391,-0.04173268,-0.05083893
x_20,0.01621361,0.00679144,0.30779093,-0.00532208,0.33172197,0.32420048,0.32084721,-0.00105241,0.29756692,0.29341615,0.36119195,0.29675185,-0.00309625,0.00105050,0.34341338,0.35111352,0.30571592,0.23832245,-0.01492360,1.00000000,0.76335198,0.27297207,0.00267822,0.43688133,-0.00451018,0.01838908,0.37085897,0.00982046,-0.02274015,0.36440091,0.37794019,0.30196834,0.10605218,0.28460442,0.29060365,0.27586097,0.30435909,0.29724437,0.42429754,0.56182259
x_21,0.00269267,-0.00366239,0.36851388,0.00033979,0.40673118,0.40242520,0.38762304,-0.02543569,0.35613495,0.34029039,0.42564000,0.35378166,-0.00861626,0.00454291,0.38112305,0.42444227,0.36534391,0.25948960,-0.03451513,0.76335198,1.00000000,0.81552895,0.00379466,0.51223933,0.00209795,0.00733069,0.43327257,0.01084017,-0.02156293,0.42931344,0.45876564,0.37262515,0.12400126,0.33185336,0.34953272,0.33731410,0.35350200,0.33729547,0.49824411,0.68321275
x_22,-0.01143218,-0.01202723,0.29241682,0.00603643,0.32151055,0.32741681,0.29890250,-0.04276255,0.27965726,0.26053750,0.32991956,0.27423572,-0.00893340,0.00411388,0.27516144,0.33538244,0.28741699,0.18553404,-0.03927191,0.27297207,0.81552895,1.00000000,0.00001215,0.38706082,0.00684893,-0.00569034,0.32443227,0.00426053,-0.01500637,0.32751994,0.35783687,0.30113888,0.10078689,0.25402694,0.27267588,0.27535982,0.26762251,0.24983721,0.38316891,0.53905056
x_23,0.00757768,0.02686479,-0.01003014,-0.00778809,0.00899786,0.02778517,0.00170269,0.01729149,-0.00084261,0.00902600,0.00215396,0.00468470,0.02208913,0.02174491,0.00199601,-0.02085134,0.01383198,0.02417597,-0.01540311,0.00267822,0.00379466,0.00001215,1.00000000,0.00157017,0.01535121,-0.00868476,0.01123458,0.00873168,-0.04191885,-0.00683965,-0.00051395,0.00261365,0.00981261,0.01585537,-0.00758601,0.00272915,0.02203226,0.00519223,0.01043081,0.01359927
x_24,0.01190012,-0.00531250,0.43549447,-0.00329626,0.46832412,0.44478136,0.44175182,-0.02105342,0.40453727,0.42185649,0.52200813,0.43490674,-0.02844341,0.00907579,0.43754338,0.48824345,0.41305244,0.29151383,-0.02343404,0.43688133,0.51223933,0.38706082,0.00157017,1.00000000,-0.00041777,-0.00586630,0.83460204,0.00522828,-0.00075455,0.82081969,0.47347360,0.40463478,0.19346655,0.43801965,0.44947132,0.41462493,0.41516415,0.44109542,0.62284010,0.57945547
x_25,0.03250446,-0.01244533,0.00725749,-0.01086411,0.01368878,0.01400778,-0.00889074,-0.01065232,-0.00265513,-0.02060206,-0.00635440,0.00855039,-0.00270223,0.00051220,-0.01140377,0.01247688,-0.01813537,-0.03535363,-0.00845534,-0.00451018,0.00209795,0.00684893,0.01535121,-0.00041777,1.00000000,0.04179216,0.01173863,-0.01583497,-0.00042874,-0.01593380,-0.01279771,0.01978776,0.01569592,-0.01291272,0.01353808,0.02365811,0.03170662,0.03355472,0.04202379,0.01392996
x_26,-0.04226218,-0.03087415,0.01341708,0.04000996,0.01846440,-0.00608524,0.01739843,-0.02764207,0.01094214,0.01623674,0.02303042,0.01462186,0.02176374,-0.00895830,-0.01929323,-0.00745219,-0.00279033,-0.01218426,0.00755603,0.01838908,0.00733069,-0.00569034,-0.00868476,-0.00586630,0.04179216,1.00000000,-0.01619752,-0.00479502,-0.00776778,-0.00129026,0.01276864,0.00449769,-0.01515525,-0.02490910,0.02082132,0.01478815,-0.00916066,0.03042894,0.02154236,0.01732837
x_27,0.02355964,0.00343375,0.36999454,0.00680284,0.39228263,0.35968755,0.37244719,-0.03206432,0.33576601,0.35463336,0.44454204,0.37443511,-0.02130541,0.02006119,0.37349416,0.41959299,0.35463253,0.25165117,-0.03023189,0.37085897,0.43327257,0.32443227,0.01123458,0.83460204,0.01173863,-0.01619752,1.00000000,-0.00855171,0.00212537,0.40228600,0.39858030,0.33912516,0.15966545,0.36274661,0.39029388,0.34306738,0.35875409,0.36727110,0.52638755,0.49185738
x_28,-0.00643206,0.01223978,0.01915817,-0.00326796,0.03206156,0.00281815,-0.00040866,0.01003942,-0.00511684,0.05362214,0.02485606,-0.01529435,0.00964407,0.00516685,0.00014815,0.00639526,0.02443077,0.01337707,0.01476287,0.00982046,0.01084017,0.00426053,0.00873168,0.00522828,-0.01583497,-0.00479502,-0.00855171,1.00000000,0.01244269,0.01324721,-0.00751658,0.00615243,0.01987715,0.01599876,0.00527187,-0.02776333,0.00491220,0.00350030,-0.00036496,0.01565045
x_29,-0.03791158,0.03275828,-0.04625432,-0.01632193,0.01120430,0.00778232,0.00413619,-0.01961289,-0.03194042,-0.04678046,-0.03552278,-0.01092344,-0.01735939,0.00793062,0.00237108,-0.04563604,-0.00716002,0.02764331,-0.05429649,-0.02274015,-0.02156293,-0.01500637,-0.04191885,-0.00075455,-0.00042874,-0.00776778,0.00212537,0.01244269,1.00000000,-0.00749634,-0.01731661,-0.01608544,-0.02247117,-0.03194428,-0.02003137,-0.01180574,-0.01029418,-0.00857328,-0.01745047,-0.03244839
x_30,-0.00310849,-0.02093310,0.36289626,-0.01330112,0.39683666,0.38896108,0.37700200,-0.00066482,0.34709721,0.35779208,0.43407100,0.35539757,-0.02984773,0.00445122,0.36292317,0.39958981,0.35143049,0.24796506,-0.01138462,0.36440091,0.42931344,0.32751994,-0.00683965,0.82081969,-0.01593380,-0.00129026,0.40228600,0.01324721,-0.00749634,1.00000000,0.40476885,0.35322056,0.16996335,0.37272259,0.36509719,0.35776633,0.34020188,0.38563226,0.52787117,0.49579224
x_31,0.00598578,-0.00477496,0.38127255,0.01032305,0.38960455,0.38172999,0.39008425,-0.01074876,0.36602754,0.35301795,0.44568512,0.37057173,0.00539360,0.02654632,0.37765789,0.38231219,0.34447151,0.27210306,-0.02538274,0.37794019,0.45876564,0.35783687,-0.00051395,0.47347360,-0.01279771,0.01276864,0.39858030,-0.00751658,-0.01731661,0.40476885,1.00000000,0.36309123,-0.26866670,0.34706696,0.33230488,0.35509739,0.35437004,0.37371928,0.51375254,0.48598016
x_32,-0.01826812,-0.00173993,0.28338761,0.02258611,0.33447974,0.30434422,0.30202494,-0.03521233,0.25966012,0.29689402,0.37592125,0.31080921,-0.02632165,0.03995823,0.33272670,0.33914539,0.30060414,0.23184827,-0.02598698,0.30196834,0.37262515,0.30113888,0.00261365,0.40463478,0.01978776,0.00449769,0.33912516,0.00615243,-0.01608544,0.35322056,0.36309123,1.00000000,0.66407842,0.29045450,0.29372005,0.29542443,0.28588488,0.29464887,0.42150879,0.59400793
x_33,-0.02478309,0.00876307,0.09250040,0.00672690,0.15427881,0.11635716,0.10341580,-0.02713426,0.07013292,0.12177671,0.15159430,0.12485337,-0.04189826,0.01482422,0.14143482,0.16741622,0.12118111,0.07302143,-0.02242151,0.10605218,0.12400126,0.10078689,0.00981261,0.19346655,0.01569592,-0.01515525,0.15966545,0.01987715,-0.02247117,0.16996335,-0.26866670,0.66407842,1.00000000,0.48851669,0.15231433,0.11479517,0.11280407,0.11024260,0.17307707,0.38381715
x_34,-0.00627066,0.01616107,0.30992873,-0.00824678,0.34873043,0.31510771,0.30196137,-0.02097610,0.27630388,0.29783164,0.36076106,0.29003864,-0.02780771,0.01886106,0.31141260,0.36333531,0.27332440,0.17924106,-0.04037421,0.28460442,0.33185336,0.25402694,0.01585537,0.43801965,-0.01291272,-0.02490910,0.36274661,0.01599876,-0.03194428,0.37272259,0.34706696,0.29045450,0.48851669,1.00000000,0.32178120,0.28346038,0.30045697,0.29315727,0.43045145,0.52708958
x_35,0.00691316,-0.03112962,0.31571471,-0.00655996,0.35364763,0.33753210,0.27214670,-0.04272578,0.26725282,0.28654026,0.34912335,0.27928294,-0.00245997,0.00935412,0.30859137,0.37997589,0.27211272,0.17346256,-0.02266088,0.29060365,0.34953272,0.27267588,-0.00758601,0.44947132,0.01353808,0.02082132,0.39029388,0.00527187,-0.02003137,0.36509719,0.33230488,0.29372005,0.15231433,0.32178120,1.00000000,0.29931762,0.28350055,0.29087120,0.63393120,0.54085334
x_36,-0.02135952,-0.02553410,0.31341622,-0.00550924,0.32703849,0.32296883,0.29374367,-0.04762006,0.28861811,0.27752421,0.33383007,0.26894715,0.00771378,0.00208584,0.28623480,0.34257812,0.26288413,0.17486274,-0.01252114,0.27586097,0.33731410,0.27535982,0.00272915,0.41462493,0.02365811,0.01478815,0.34306738,-0.02776333,-0.01180574,0.35776633,0.35509739,0.29542443,0.11479517,0.28346038,0.29931762,1.00000000,0.29936696,0.30241976,0.64492629,0.54290317
x_37,-0.00880801,-0.00567947,0.33453585,0.02644092,0.34976164,0.32229889,0.29789966,-0.03127684,0.28838029,0.26854726,0.34507971,0.30301063,0.02197901,0.02016168,0.30059099,0.34889622,0.29886726,0.20720310,-0.04709088,0.30435909,0.35350200,0.26762251,0.02203226,0.41516415,0.03170662,-0.00916066,0.35875409,0.00491220,-0.01029418,0.34020188,0.35437004,0.28588488,0.11280407,0.30045697,0.28350055,0.29936696,1.00000000,0.26755212,0.67878528,0.57334271
x_38,0.04992873,-0.00383248,0.29498822,-0.00030691,0.35918365,0.30532071,0.31557272,-0.01464087,0.26308041,0.27831520,0.34675880,0.28385824,-0.00091867,-0.02049417,0.30054184,0.37039046,0.27679867,0.17269487,-0.02672391,0.29724437,0.33729547,0.24983721,0.00519223,0.44109542,0.03355472,0.03042894,0.36727110,0.00350030,-0.00857328,0.38563226,0.37371928,0.29464887,0.11024260,0.29315727,0.29087120,0.30241976,0.26755212,1.00000000,0.74554302,0.58097652
x_39,0.01566681,-0.02012880,0.45342954,0.00585094,0.50745261,0.46569144,0.42885480,-0.04676650,0.39800747,0.40244869,0.49693005,0.40964604,0.01142772,0.00179836,0.43119479,0.52226826,0.40493192,0.26385748,-0.04173268,0.42429754,0.49824411,0.38316891,0.01043081,0.62284010,0.04202379,0.02154236,0.52638755,-0.00036496,-0.01745047,0.52787117,0.51375254,0.42150879,0.17307707,0.43045145,0.63393120,0.64492629,0.67878528,0.74554302,1.00000000,0.81835211
y,0.00217053,-0.02836615,0.55865950,-0.00146624,0.45861870,0.55822108,0.55833772,-0.03520988,0.59309311,0.57846861,0.70621364,0.56289603,0.00909888,0.01002541,0.57304176,0.48407580,0.53815039,0.47925023,-0.05083893,0.56182259,0.68321275,0.53905056,0.01359927,0.57945547,0.01392996,0.01732837,0.49185738,0.01565045,-0.03244839,0.49579224,0.48598016,0.59400793,0.38381715,0.52708958,0.54085334,0.54290317,0.57334271,0.58097652,0.81835211,1.00000000
