,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
x_13,0.00967786,-0.02700787,0.04364512,-0.01159021,0.00423277,0.01370357,0.01316986,-0.01450997,0.03707667,0.04633474,0.03324124,-0.00163500,1.00000000,-0.01378896,0.01058951,-0.05318711,-0.01243386,0.03629969,-0.00762929,-0.01232745,-0.01907638,-0.01817823,0.02084507,-0.01503577,-0.00444913,0.01058617,-0.02846553,0.02957034,-0.02319819,-0.00303097,0.01899831,-0.00906819,-0.03216789,-0.02164654,-0.00754653,0.05815697,0.01393747,0.00690847,0.02225020,0.03331756
x_14,-0.03140381,-0.01553534,0.02864255,0.01849841,0.01945589,0.05828879,0.03937870,-0.00335992,0.04224897,0.00847143,0.02942520,0.04104916,-0.01378896,1.00000000,0.01171444,0.02284059,0.00797992,-0.00913847,0.02380233,0.00318545,0.01157938,0.01460935,0.02659665,0.04550137,-0.02012679,-0.02885844,0.05440949,0.00858177,0.00087955,0.03384695,0.04268102,0.06013949,0.01269683,0.02133269,0.01953119,0.01805824,-0.00983379,-0.01323657,0.00175185,0.01620516
x_15,0.05162175,-0.02106006,0.23574733,0.01698856,0.27421216,0.28169221,0.26809547,0.02307354,0.23861833,0.20562156,0.27872696,0.24493340,0.01058951,0.01171444,1.00000000,0.31090656,0.23219265,0.62196142,-0.08767528,0.28349556,0.31900721,0.21945378,-0.01295408,0.36795737,-0.02710491,-0.02248700,0.30379850,-0.00266941,0.04970244,0.30377915,0.33927224,0.24700496,0.06407240,0.25719125,0.22627359,0.22304155,0.24663794,0.24163043,0.35268575,0.51906856
x_16,0.03205283,0.00635232,0.29760726,-0.02404994,0.34229693,0.32975202,0.28175604,-0.00550850,0.26968308,0.27608920,0.35876513,0.31421863,-0.05318711,0.02284059,0.31090656,1.00000000,0.29670370,-0.17944403,-0.07735592,0.30197519,0.36085514,0.26873896,-0.02900876,0.44181689,0.01316929,0.01283673,0.38379670,0.01917275,-0.03816012,0.34927038,0.31924342,0.28134665,0.14883833,0.35043173,0.31894625,0.31799813,0.26883998,0.33495999,0.47116075,0.42469810
x_17,-0.01319048,-0.01519857,0.21885136,-0.04750986,0.28745400,0.22305303,0.26736120,0.00525338,0.19832231,0.17053193,0.23238892,0.21870766,-0.01243386,0.00797992,0.23219265,0.29670370,1.00000000,0.66531067,0.00390685,0.26937592,0.32398255,0.24284522,0.01029940,0.36754302,-0.06156367,0.00569298,0.32311948,0.03238843,0.01153345,0.29766956,0.29582611,0.23475315,0.05547604,0.21357995,0.18637552,0.20247014,0.25065827,0.22292225,0.33080276,0.49061548
x_18,0.00962567,-0.02607393,0.12232563,-0.01196561,0.16894309,0.13786313,0.18831833,0.02327988,0.12845437,0.08040851,0.12077242,0.12090519,0.03629969,-0.00913847,0.62196142,-0.17944403,0.66531067,1.00000000,-0.01030158,0.19287820,0.21603450,0.14962600,0.01835287,0.23008653,-0.07496411,-0.02602823,0.19270545,0.00979207,0.06467656,0.19173133,0.24067680,0.15319731,-0.01410984,0.10914763,0.08298048,0.09555236,0.17936628,0.10994680,0.17812917,0.42653553
x_19,-0.01715964,0.02218330,-0.02220220,-0.01380016,-0.03603058,-0.00619690,-0.00895110,-0.02633997,-0.00166847,-0.00651055,-0.01743431,-0.01872359,-0.00762929,0.02380233,-0.08767528,-0.07735592,0.00390685,-0.01030158,1.00000000,-0.03982584,-0.04442385,-0.02298768,-0.02416017,-0.04035025,0.02398327,0.04213291,-0.04971493,0.03970411,-0.03505567,-0.02089146,-0.02493908,-0.04403462,-0.05542274,-0.07092744,-0.04224397,-0.01094075,-0.02997650,-0.02109455,-0.04083109,-0.04667585
x_20,0.05248102,0.01735319,0.23979516,-0.00005005,0.26400846,0.26452565,0.27105720,0.03696963,0.24641796,0.17156886,0.25456699,0.23888308,-0.01232745,0.00318545,0.28349556,0.30197519,0.26937592,0.19287820,-0.03982584,1.00000000,0.72714876,0.18592277,-0.02345649,0.39790259,-0.04377121,0.03243774,0.32074137,0.02069680,0.00000933,0.34073998,0.35516328,0.23523155,0.05262258,0.26297158,0.24292596,0.25592839,0.25987454,0.26516705,0.38830585,0.51886741
x_21,0.06118530,0.01208914,0.29429940,0.01383728,0.33496634,0.32032561,0.32800455,-0.01148490,0.28396796,0.22669603,0.31351911,0.28369329,-0.01907638,0.01157938,0.31900721,0.36085514,0.32398255,0.21603450,-0.04442385,0.72714876,1.00000000,0.79312813,-0.01150028,0.45854696,-0.04376622,0.00706819,0.37443796,0.01796558,0.00317369,0.38981833,0.40702081,0.31080854,0.07882707,0.27950535,0.29019423,0.28800616,0.29069691,0.26555066,0.42668470,0.64142606
x_22,0.04617145,-0.00057869,0.22578268,0.02637444,0.25315876,0.23805853,0.23399581,-0.06105120,0.20128743,0.18419744,0.24208220,0.21177992,-0.01817823,0.01460935,0.21945378,0.26873896,0.24284522,0.14962600,-0.02298768,0.18592277,0.79312813,1.00000000,-0.00275206,0.31665394,-0.02593509,-0.01314925,0.26173476,0.00261360,0.00742126,0.26673680,0.28181392,0.24636979,0.07305298,0.18394214,0.21276459,0.20238706,0.19914821,0.15417458,0.28501926,0.48152769
x_23,0.00961049,0.04410921,-0.00992143,-0.00730104,0.01885064,0.04520451,-0.01791873,0.02545535,-0.01407813,0.02589439,0.01423557,-0.00312163,0.02084507,0.02659665,-0.01295408,-0.02900876,0.01029940,0.01835287,-0.02416017,-0.02345649,-0.01150028,-0.00275206,1.00000000,0.01105773,0.00245050,0.00731796,0.02208371,-0.00555647,-0.01084780,-0.00930357,0.00767540,0.03512316,0.02965656,0.01623336,0.00104130,0.02441971,0.00895980,0.04664099,0.03248818,0.02405071
x_24,0.02897154,-0.00316296,0.35968128,0.03199872,0.42560987,0.37726279,0.41617613,-0.03081584,0.34065841,0.33182731,0.44568230,0.39921715,-0.01503577,0.04550137,0.36795737,0.44181689,0.36754302,0.23008653,-0.04035025,0.39790259,0.45854696,0.31665394,0.01105773,1.00000000,-0.01767796,-0.02815402,0.83141442,0.02489706,0.02811423,0.80995582,0.42299976,0.34385518,0.15250528,0.40578405,0.36353196,0.37529713,0.35747462,0.38947671,0.56347497,0.51573660
x_25,0.02747022,0.01230108,-0.02063710,-0.01611011,0.00892416,0.02470756,-0.04487449,-0.00610235,-0.02996160,-0.03025673,-0.00904439,0.02010356,-0.00444913,-0.02012679,-0.02710491,0.01316929,-0.06156367,-0.07496411,0.02398327,-0.04377121,-0.04376622,-0.02593509,0.00245050,-0.01767796,1.00000000,0.03988467,-0.01254910,0.00211446,0.02440005,-0.02474451,-0.01433695,-0.02330161,-0.01128774,-0.00744859,0.00583511,0.01941292,-0.00204032,0.05089824,0.03123373,-0.02564225
x_26,-0.04257897,-0.02877986,0.02543666,0.04916240,0.02342672,-0.01488443,0.01269992,-0.00167567,0.01401291,0.01660142,0.01863112,0.00458375,0.01058617,-0.02885844,-0.02248700,0.01283673,0.00569298,-0.02602823,0.04213291,0.03243774,0.00706819,-0.01314925,0.00731796,-0.02815402,0.03988467,1.00000000,-0.02156156,0.00263399,-0.04028008,-0.04186096,0.01805518,-0.00241146,0.00317474,0.02029405,0.03300230,-0.01509986,-0.01868841,0.03642828,0.01816243,0.02281226
x_27,0.03694724,0.02467897,0.30289062,0.03431140,0.33738505,0.28861361,0.34702955,-0.04235639,0.28075247,0.25683595,0.35246294,0.32413248,-0.02846553,0.05440949,0.30379850,0.38379670,0.32311948,0.19270545,-0.04971493,0.32074137,0.37443796,0.26173476,0.02208371,0.83141442,-0.01254910,-0.02156156,1.00000000,0.01034848,0.02901433,0.37982783,0.33564386,0.27069498,0.12398283,0.32762187,0.31559047,0.29205612,0.29788647,0.31394508,0.45800975,0.41391261
x_28,0.04120221,-0.04564099,0.01533810,0.03465017,0.02796808,0.00536551,0.00383214,0.01419813,-0.00361419,0.05630135,0.03722851,0.00218268,0.02957034,0.00858177,-0.00266941,0.01917275,0.03238843,0.00979207,0.03970411,0.02069680,0.01796558,0.00261360,-0.00555647,0.02489706,0.00211446,0.00263399,0.01034848,1.00000000,-0.02057450,0.02103948,-0.00708875,-0.00293071,0.01266857,0.00481677,-0.02140342,-0.00553500,-0.00371002,-0.00406315,-0.00580656,0.01446036
x_29,-0.04386455,0.04601496,-0.04775206,-0.05202774,0.03210206,0.03096266,0.02784618,-0.04038906,-0.02291892,-0.07320821,-0.05375263,-0.00833093,-0.02319819,0.00087955,0.04970244,-0.03816012,0.01153345,0.06467656,-0.03505567,0.00000933,0.00317369,0.00742126,-0.01084780,0.02811423,0.02440005,-0.04028008,0.02901433,-0.02057450,1.00000000,0.02029853,-0.01458167,0.01813232,0.01219734,-0.02358486,-0.00988751,-0.00139564,0.01412024,0.01074248,0.00909718,-0.00760080
x_30,0.00380455,-0.04236236,0.29045046,0.01688764,0.37249754,0.33956858,0.35377173,-0.00002638,0.28617706,0.29720606,0.38494541,0.33035316,-0.00303097,0.03384695,0.30377915,0.34927038,0.29766956,0.19173133,-0.02089146,0.34073998,0.38981833,0.26673680,-0.00930357,0.80995582,-0.02474451,-0.04186096,0.37982783,0.02103948,0.02029853,1.00000000,0.37166135,0.30783486,0.13125834,0.34287816,0.29156660,0.32233711,0.29747850,0.34266894,0.48141242,0.45034539
x_31,0.02698158,-0.00764792,0.31630395,-0.00402148,0.35326706,0.34212266,0.38012327,0.03565019,0.32528131,0.30648329,0.38564437,0.30708816,0.01899831,0.04268102,0.33927224,0.31924342,0.29582611,0.24067680,-0.02493908,0.35516328,0.40702081,0.28181392,0.00767540,0.42299976,-0.01433695,0.01805518,0.33564386,-0.00708875,-0.01458167,0.37166135,1.00000000,0.33583956,-0.32629625,0.32479124,0.27595771,0.30978452,0.29682295,0.35444868,0.47178045,0.45077423
x_32,0.01711524,0.01703832,0.22043670,0.01666306,0.26355587,0.20940201,0.24318918,-0.06721142,0.19277794,0.20735809,0.26535172,0.21918587,-0.00906819,0.06013949,0.24700496,0.28134665,0.23475315,0.15319731,-0.04403462,0.23523155,0.31080854,0.24636979,0.03512316,0.34385518,-0.02330161,-0.00241146,0.27069498,-0.00293071,0.01813232,0.30783486,0.33583956,1.00000000,0.63343701,0.21283429,0.18988929,0.24180867,0.19755650,0.23394522,0.32893324,0.52329341
x_33,-0.00667423,0.03036964,0.03626738,0.00397066,0.09445169,0.02767453,0.03474108,-0.08574492,-0.00100195,0.04909418,0.06641015,0.06807624,-0.03216789,0.01269683,0.06407240,0.14883833,0.05547604,-0.01410984,-0.05542274,0.05262258,0.07882707,0.07305298,0.02965656,0.15250528,-0.01128774,0.00317474,0.12398283,0.01266857,0.01219734,0.13125834,-0.32629625,0.63343701,1.00000000,0.43575136,0.05556413,0.07250557,0.04616216,0.05293912,0.08486260,0.31132141
x_34,0.00784660,0.02012409,0.22112427,-0.02513634,0.31497268,0.25067009,0.26452460,-0.02610650,0.19635156,0.25063472,0.30823742,0.25234906,-0.02164654,0.02133269,0.25719125,0.35043173,0.21357995,0.10914763,-0.07092744,0.26297158,0.27950535,0.18394214,0.01623336,0.40578405,-0.00744859,0.02029405,0.32762187,0.00481677,-0.02358486,0.34287816,0.32479124,0.21283429,0.43575136,1.00000000,0.22987173,0.25016528,0.24600803,0.26578812,0.37629515,0.47479160
x_35,0.04632845,-0.01523421,0.23523912,-0.02566806,0.28000634,0.29600421,0.19749688,-0.01030935,0.20691982,0.16629055,0.22170479,0.19908124,-0.00754653,0.01953119,0.22627359,0.31894625,0.18637552,0.08298048,-0.04224397,0.24292596,0.29019423,0.21276459,0.00104130,0.36353196,0.00583511,0.03300230,0.31559047,-0.02140342,-0.00988751,0.29156660,0.27595771,0.18988929,0.05556413,0.22987173,1.00000000,0.25380391,0.20021803,0.20933823,0.57450564,0.45344931
x_36,0.01699244,-0.02608399,0.24412363,0.00141184,0.29387989,0.28422632,0.22382040,-0.02044521,0.21127324,0.20110010,0.24984869,0.20562672,0.05815697,0.01805824,0.22304155,0.31799813,0.20247014,0.09555236,-0.01094075,0.25592839,0.28800616,0.20238706,0.02441971,0.37529713,0.01941292,-0.01509986,0.29205612,-0.00553500,-0.00139564,0.32233711,0.30978452,0.24180867,0.07250557,0.25016528,0.25380391,1.00000000,0.27454640,0.26410351,0.63147259,0.49882113
x_37,0.00859725,-0.00188887,0.26247771,0.03615305,0.27359610,0.24077106,0.22293711,-0.01380764,0.21685494,0.16567620,0.23438957,0.22670625,0.01393747,-0.00983379,0.24663794,0.26883998,0.25065827,0.17936628,-0.02997650,0.25987454,0.29069691,0.19914821,0.00895980,0.35747462,-0.00204032,-0.01868841,0.29788647,-0.00371002,0.01412024,0.29747850,0.29682295,0.19755650,0.04616216,0.24600803,0.20021803,0.27454640,1.00000000,0.21485956,0.65347255,0.52610135
x_38,0.10187013,0.00342419,0.22997134,0.00939675,0.32832699,0.25639080,0.25196906,-0.00329652,0.19247142,0.15991161,0.23663613,0.23076510,0.00690847,-0.01323657,0.24163043,0.33495999,0.22292225,0.10994680,-0.02109455,0.26516705,0.26555066,0.15417458,0.04664099,0.38947671,0.05089824,0.03642828,0.31394508,-0.00406315,0.01074248,0.34266894,0.35444868,0.23394522,0.05293912,0.26578812,0.20933823,0.26410351,0.21485956,1.00000000,0.71780466,0.52120238
x_39,0.07503302,-0.00830122,0.36415149,0.01146079,0.45434431,0.40708845,0.34107317,-0.01976688,0.30672410,0.25718591,0.35278225,0.32627776,0.02225020,0.00175185,0.35268575,0.47116075,0.33080276,0.17812917,-0.04083109,0.38830585,0.42668470,0.28501926,0.03248818,0.56347497,0.03123373,0.01816243,0.45800975,-0.00580656,0.00909718,0.48141242,0.47178045,0.32893324,0.08486260,0.37629515,0.57450564,0.63147259,0.65347255,0.71780466,1.00000000,0.76505202
y,0.06278431,-0.01600039,0.48897293,-0.00249208,0.38528023,0.49245126,0.49791056,0.00728603,0.53313906,0.48711472,0.62055245,0.50818450,0.03331756,0.01620516,0.51906856,0.42469810,0.49061548,0.42653553,-0.04667585,0.51886741,0.64142606,0.48152769,0.02405071,0.51573660,-0.02564225,0.02281226,0.41391261,0.01446036,-0.00760080,0.45034539,0.45077423,0.52329341,0.31132141,0.47479160,0.45344931,0.49882113,0.52610135,0.52120238,0.76505202,1.00000000
