,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
x_22,-0.01986964,-0.00881236,0.39605340,-0.01357047,0.39708317,0.39778479,0.39136231,-0.02142900,0.38184744,0.37409614,0.44170900,0.37620140,-0.00605298,-0.00166261,0.37122388,0.41809668,0.38421781,0.27383288,-0.01327218,0.37638131,0.84653252,1.00000000,-0.00896947,0.48621132,0.00605662,-0.01291870,0.42404487,0.01946060,-0.01196289,0.40846520,0.43092443,0.39919421,0.20666502,0.36185254,0.37683933,0.38655722,0.37410386,0.37693099,0.50786870,0.62989140
x_23,0.00880752,0.01679153,-0.01491703,0.00018079,0.00088105,0.02182314,-0.00256168,0.00638432,-0.00358849,-0.01375150,-0.01645870,-0.00880179,0.00480503,0.01328040,-0.00220597,-0.01272621,-0.00348757,0.00492979,0.00327323,-0.01188184,-0.01285185,-0.00896947,1.00000000,-0.01764087,0.01298445,-0.02793974,-0.01701959,0.01698645,-0.01034525,-0.01133851,-0.00518097,-0.01083867,-0.00103708,0.00290099,-0.02564942,-0.01253427,-0.00089429,-0.01221069,-0.01466787,-0.01066995
x_24,-0.01579421,-0.01913551,0.50420368,-0.01101925,0.52227471,0.50531533,0.51267782,-0.02157905,0.48528074,0.49935089,0.59248443,0.50797423,0.00782905,-0.00401400,0.50361664,0.53295902,0.50370879,0.38179103,-0.02071473,0.50145520,0.59142091,0.48621132,-0.01764087,1.00000000,0.01953305,0.00593002,0.84610307,0.00992226,-0.00378448,0.83819962,0.53892987,0.48876730,0.27375912,0.49492077,0.50436925,0.49334579,0.49331736,0.50585926,0.67251556,0.64666908
x_25,0.00959840,-0.00772874,0.01443527,-0.02166799,0.01049360,0.00624520,0.00738474,-0.01201071,0.00942149,-0.00019753,0.00678793,0.01519915,0.01388852,0.00971874,0.00697472,0.00839067,-0.01197345,-0.01144760,-0.01223550,-0.01165026,-0.00298494,0.00605662,0.01298445,0.01953305,1.00000000,0.00551559,0.02174636,0.00562671,-0.00528744,0.00966042,-0.00535752,0.01767027,0.01261390,-0.00655920,0.02238047,0.01245344,0.00750726,0.01446547,0.02106730,0.00925747
x_26,-0.03712608,-0.01571344,-0.00304272,0.01940282,0.00459237,0.00446759,0.00550471,-0.01973127,0.00193491,0.00805856,0.00918967,0.00778987,0.00087675,-0.00677835,0.00684519,0.01006847,-0.00034143,-0.00161048,-0.00268282,0.00395657,-0.00659555,-0.01291870,-0.02793974,0.00593002,0.00551559,1.00000000,-0.00149610,0.00859679,0.00156589,0.00891889,-0.00063755,-0.00765852,-0.01020158,-0.00965164,0.01623966,-0.00295351,-0.00447877,0.01318709,0.00744470,0.00139676
x_27,-0.00900038,-0.01280063,0.43507018,0.00003769,0.44144405,0.43248869,0.43561282,-0.02579833,0.41797219,0.42595323,0.50775432,0.43776036,0.01597198,0.01128618,0.43939295,0.46480944,0.43659797,0.33208601,-0.02126190,0.43286227,0.51362339,0.42404487,-0.01701959,0.84610307,0.02174636,-0.00149610,1.00000000,0.01111488,0.00166466,0.44791956,0.46023295,0.41136149,0.22998127,0.42593194,0.43165529,0.41556443,0.43202820,0.42930443,0.57552254,0.55785028
x_28,0.00564491,0.01253391,0.02380540,-0.00056127,0.01793019,0.01009310,0.00536824,0.01688810,0.01214760,0.02972238,0.01813671,0.00357377,0.00810945,-0.00259111,0.00372025,0.02678470,0.01363553,-0.00544763,0.01936436,0.00085997,0.01373081,0.01946060,0.01698645,0.00992226,0.00562671,0.00859679,0.01111488,1.00000000,0.02630379,0.00863039,0.00454775,0.00576242,0.00758672,0.01085800,0.02614631,-0.00292453,0.01718131,-0.00552628,0.01147791,0.01478775
x_29,-0.01406042,0.02952238,-0.02149528,-0.00960807,0.02212479,-0.00003535,0.00713921,0.01316353,-0.02247307,-0.01207130,-0.01175046,-0.00876776,-0.00701508,0.00232258,0.01767751,-0.01014309,0.01579139,0.03308753,-0.03223681,-0.00095442,-0.00609556,-0.01196289,-0.01034525,-0.00378448,-0.00528744,0.00156589,0.00166466,0.02630379,1.00000000,-0.00944621,-0.00747668,-0.00540848,-0.00417631,-0.00589737,-0.01027929,-0.00287929,-0.00413514,-0.00018496,-0.00630506,-0.00645826
x_30,-0.01340427,-0.02667723,0.43081802,-0.01933795,0.45138990,0.43104000,0.44122668,-0.01160002,0.41392192,0.42938201,0.50546394,0.42937965,-0.00491001,-0.01839907,0.42200500,0.44550204,0.42857796,0.32438223,-0.01468292,0.42516658,0.49910041,0.40846520,-0.01133851,0.83819962,0.00966042,0.00891889,0.44791956,0.00863039,-0.00944621,1.00000000,0.46612015,0.43090324,0.23972087,0.42018093,0.42965241,0.42936454,0.41296879,0.44165354,0.57759142,0.55601323
x_31,0.00145279,-0.01321216,0.44046327,0.00169200,0.44768131,0.43311989,0.45758871,-0.00713272,0.43094599,0.42474072,0.50481998,0.43014985,0.00164366,0.01327265,0.44201543,0.45439493,0.44006661,0.34653091,-0.03624718,0.44112396,0.52285272,0.43092443,-0.00518097,0.53892987,-0.00535752,-0.00063755,0.46023295,0.00454775,-0.00747668,0.46612015,1.00000000,0.43369921,-0.13860828,0.43349818,0.41634874,0.43318915,0.43069128,0.43506487,0.57714021,0.55255910
x_32,-0.01431117,-0.02085790,0.38865671,0.00937542,0.41533661,0.39636691,0.39105773,-0.01951169,0.36664624,0.39253189,0.46292995,0.38927973,0.00059943,0.02802464,0.38494666,0.40764015,0.38928550,0.29584774,-0.00701388,0.39034939,0.47055044,0.39919421,-0.01083867,0.48876730,0.01767027,-0.00765852,0.41136149,0.00576242,-0.00540848,0.43090324,0.43369921,1.00000000,0.70613394,0.38285139,0.40438746,0.39179015,0.38333181,0.37759164,0.52136047,0.65470454
x_33,-0.01587902,-0.01644853,0.20570822,0.00293441,0.23545849,0.22535597,0.19287975,-0.02096673,0.18580320,0.21252446,0.25017946,0.21022388,-0.00714991,0.01553579,0.20341113,0.23305411,0.20126544,0.13691612,0.01191384,0.20937494,0.24582040,0.20666502,-0.00103708,0.27375912,0.01261390,-0.01020158,0.22998127,0.00758672,-0.00417631,0.23972087,-0.13860828,0.70613394,1.00000000,0.53968329,0.24168373,0.20917206,0.20426380,0.19967388,0.28470479,0.46502374
x_34,-0.00878649,-0.01472479,0.39416909,-0.00245888,0.40678786,0.40165682,0.38322906,-0.02448374,0.37693029,0.37646348,0.44254203,0.37200208,-0.01132860,0.01095450,0.39120212,0.42720874,0.37703079,0.27491432,-0.01811952,0.38450179,0.44561013,0.36185254,0.00290099,0.49492077,-0.00655920,-0.00965164,0.42593194,0.01085800,-0.00589737,0.42018093,0.43349818,0.38285139,0.53968329,1.00000000,0.39432579,0.37836404,0.38369480,0.38032015,0.51582196,0.60481563
x_35,-0.00741461,-0.01570443,0.40097395,-0.02248014,0.42488807,0.40725832,0.38299083,-0.04407571,0.36806997,0.37969199,0.45222192,0.38428362,0.00984378,0.01524184,0.40736447,0.43700547,0.38732024,0.28996896,-0.00112175,0.39316912,0.46103094,0.37683933,-0.02564942,0.50436925,0.02238047,0.01623966,0.43165529,0.02614631,-0.01027929,0.42965241,0.41634874,0.40438746,0.24168373,0.39432579,1.00000000,0.39806657,0.39675899,0.38068018,0.69787451,0.63347270
x_36,-0.01306575,-0.02257388,0.40074497,-0.01365628,0.39613367,0.40085701,0.39327187,-0.02618007,0.38861836,0.37101868,0.43586045,0.37171838,-0.00820169,0.00624323,0.39677018,0.42250779,0.36872442,0.27975118,-0.01264904,0.37388016,0.45299013,0.38655722,-0.01253427,0.49334579,0.01245344,-0.00295351,0.41556443,-0.00292453,-0.00287929,0.42936454,0.43318915,0.39179015,0.20917206,0.37836404,0.39806657,1.00000000,0.39628301,0.39721007,0.70550918,0.62845029
x_37,-0.00729581,-0.00618656,0.40517417,0.00963058,0.41614648,0.39325284,0.39042038,-0.01319574,0.37510375,0.37500518,0.45119152,0.39863775,0.00998860,0.00800815,0.39573603,0.42831148,0.39590657,0.29533634,-0.02029743,0.39846537,0.46038904,0.37410386,-0.00089429,0.49331736,0.00750726,-0.00447877,0.43202820,0.01718131,-0.00413514,0.41296879,0.43069128,0.38333181,0.20426380,0.38369480,0.39675899,0.39628301,1.00000000,0.37390930,0.73954690,0.64909094
x_38,0.02080516,-0.01177507,0.38277204,-0.01102132,0.41490699,0.37283755,0.40083092,-0.01858466,0.36000299,0.37522693,0.44423025,0.37864928,0.00301138,-0.02319417,0.38711715,0.42468081,0.37732106,0.27710183,-0.03607839,0.38152290,0.45260717,0.37693099,-0.01221069,0.50585926,0.01446547,0.01318709,0.42930443,-0.00552628,-0.00018496,0.44165354,0.43506487,0.37759164,0.19967388,0.38032015,0.38068018,0.39721007,0.37390930,1.00000000,0.77909531,0.65297156
x_39,-0.00045670,-0.01893739,0.53419398,-0.01270018,0.55708624,0.52796634,0.52785684,-0.03338700,0.50063218,0.50597122,0.59998983,0.51505110,0.00624366,-0.00143912,0.53227951,0.57580876,0.51615609,0.38469779,-0.02752070,0.52023190,0.61346841,0.50786870,-0.01466787,0.67251556,0.02106730,0.00744470,0.57552254,0.01147791,-0.00630506,0.57759142,0.57714021,0.52136047,0.28470479,0.51582196,0.69787451,0.70550918,0.73954690,0.77909531,1.00000000,0.86904543
y,-0.00890090,-0.02705490,0.63357043,-0.01055072,0.52942756,0.61867019,0.62647594,-0.02458048,0.66332152,0.65672138,0.77208500,0.64192396,0.01119307,0.00835949,0.63234677,0.54838709,0.62347546,0.54890731,-0.01925414,0.63277818,0.75631768,0.62989140,-0.01066995,0.64666908,0.00925747,0.00139676,0.55785028,0.01478775,-0.00645826,0.55601323,0.55255910,0.65470454,0.46502374,0.60481563,0.63347270,0.62845029,0.64909094,0.65297156,0.86904543,1.00000000
